,Player Season,Player ID,Team ID,Field Goal Attempts,Field Goal Avg Yards,Field Goal Blocked,Field Goal Longest,Field Goal Made,Field Goal Yards
0,2012,a527b7db-0b52-4379-9e4c-2e08c1fe1bed,97354895-8c77-4fd4-a860-32e62ea7382a,35,29.714,0,53,29,1040
1,2012,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,23,29.043,0,55,19,668
2,2012,e5247e5f-c4af-4a9b-8c7c-da75ef7fbf8d,d5a2eb42-8065-4174-ab79-0a6fa820e35e,31,36.2,1,53,29,1086
3,2012,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,33,35.212,0,56,30,1162
4,2012,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,33,31.0,2,53,26,961
5,2012,67f5e782-f91c-4536-9818-cf4a0e7e821d,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,32,27.781,0,53,26,889
6,2012,ecc4f0c1-64e0-46cc-9b58-91c2b215e62a,6680d28d-d4d2-49f6-aace-5292d3ec02c2,34,30.941,0,52,28,1052
7,2012,480277d1-47c9-44df-969e-038a84cd0fea,1c1cec48-6352-4556-b789-35304c1a6ae1,34,32.176,0,57,31,1094
8,2012,beb64618-614c-49f7-a3aa-c0c75b7839ea,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,31,33.903,0,51,29,1051
9,2012,5514afb6-bd43-49a8-9bf7-b8baaaecdabe,22052ff7-c065-42ee-bc8f-c4691c50e624,18,38.389,0,50,17,691
10,2012,abd73d50-ce60-47f1-b37f-2f9a05b0d7b9,7b112545-38e6-483c-a55c-96cf6ee49cb8,25,32.522,2,54,21,748
11,2012,e0856548-6fd5-4f83-9aa0-91f1bf4cbbd8,a20471b4-a8d9-40c7-95ad-90cc30e46932,33,24.606,0,54,21,812
12,2012,218d1644-603e-4da3-9ce1-48ce3927494f,e6aa13a4-0055-48a9-bc41-be28dc106929,38,31.526,0,55,33,1198
13,2012,63f8a401-f308-4463-9d0b-4335b98da682,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,11,26.909,0,51,9,296
14,2012,40cda44b-2ee3-4ad1-834e-995e30db84d4,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,27,30.577,1,52,24,795
15,2013,596c4000-ede5-45b0-8336-33efeb686d2b,4809ecb0-abd3-451d-9c4a-92a90b83ca06,34,29.424,1,54,26,971
16,2013,a527b7db-0b52-4379-9e4c-2e08c1fe1bed,97354895-8c77-4fd4-a860-32e62ea7382a,41,34.171,0,54,38,1401
17,2013,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,22,33.318,0,54,18,733
18,2013,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,41,34.829,0,61,38,1428
19,2013,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,40,35.0,1,52,35,1365
20,2013,c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e,82d2d380-3834-4938-835f-aec541e5ece7,35,27.735,1,51,26,943
21,2013,67f5e782-f91c-4536-9818-cf4a0e7e821d,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,26,37.962,0,64,25,987
22,2013,ecc4f0c1-64e0-46cc-9b58-91c2b215e62a,6680d28d-d4d2-49f6-aace-5292d3ec02c2,28,28.296,1,51,22,764
23,2013,480277d1-47c9-44df-969e-038a84cd0fea,1c1cec48-6352-4556-b789-35304c1a6ae1,30,26.367,0,53,21,791
24,2013,beb64618-614c-49f7-a3aa-c0c75b7839ea,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,30,37.067,0,53,28,1112
25,2013,5514afb6-bd43-49a8-9bf7-b8baaaecdabe,22052ff7-c065-42ee-bc8f-c4691c50e624,22,31.95,2,50,18,639
